0;0;1;8
1;0;0;70
2;0;1;34
3;0;1;110
4;0;1;105
5;0;1;93
6;0;1;106
7;0;1;26
8;0;1;61
9;0;0;49
10;0;1;47
11;0;1;3
12;0;1;31
13;0;1;89
14;0;1;22
15;0;1;39
16;0;1;103
17;0;1;115
18;0;0;57
19;0;1;64
20;0;0;52
21;0;1;82
22;0;1;32
23;0;1;5
24;0;1;9
25;0;1;96
26;0;1;100
27;0;1;1
28;0;1;102
29;0;0;27
30;0;1;21
31;0;1;91
32;0;1;90
33;0;1;36
34;0;1;12
35;0;1;17
36;0;1;33
37;0;1;35
38;0;1;13
39;0;1;80
40;0;1;40
41;0;1;73
42;0;1;86
43;0;0;53
44;0;1;60
45;0;1;65
46;0;0;0
47;0;1;41
48;0;1;78
49;0;1;109
50;0;0;68
51;0;1;42
52;0;0;54
53;0;1;62
54;0;1;71
55;0;0;50
56;0;1;76
57;0;1;114
58;0;1;24
59;0;1;15
60;0;1;101
61;0;1;11
62;0;1;66
63;0;0;56
64;0;1;79
65;0;1;83
66;0;1;43
67;0;1;10
68;0;0;55
69;0;0;2
70;0;1;92
71;0;1;30
72;0;0;69
73;0;1;84
74;0;1;113
75;0;1;72
76;0;1;99
77;0;1;104
78;0;1;14
79;0;1;18
80;0;1;46
81;0;0;6
82;0;1;85
83;0;1;7
84;0;1;67
85;0;1;98
86;0;0;25
87;0;1;37
88;0;1;97
89;0;1;75
90;0;1;16
91;0;0;51
92;0;1;94
93;0;0;48
94;0;1;95
95;0;1;88
96;0;1;19
97;0;0;58
98;0;1;74
99;0;1;107
100;0;1;38
101;0;1;63
102;0;1;111
103;0;0;4
104;0;1;77
105;0;0;28
106;0;1;20
107;0;1;87
108;0;1;112
109;0;1;23
110;0;1;44
111;0;1;45
112;0;1;108
113;0;1;81
114;0;1;59
115;0;1;29
0;1;1;8
1;1;0;70
2;1;1;34
3;1;1;110
4;1;1;103
5;1;1;93
6;1;1;107
7;1;1;26
8;1;1;61
9;1;0;49
10;1;1;47
11;1;1;3
12;1;1;31
13;1;1;89
14;1;1;22
15;1;1;40
16;1;1;104
17;1;1;115
18;1;0;57
19;1;1;64
20;1;0;52
21;1;1;82
22;1;1;32
23;1;1;5
24;1;1;9
25;1;1;96
26;1;1;100
27;1;1;1
28;1;1;102
29;1;0;27
30;1;1;21
31;1;1;91
32;1;1;90
33;1;1;36
34;1;1;12
35;1;1;17
36;1;1;33
37;1;1;35
38;1;1;13
39;1;1;80
40;1;1;41
41;1;1;73
42;1;1;86
43;1;0;53
44;1;1;60
45;1;1;65
46;1;0;0
47;1;1;42
48;1;1;78
49;1;1;109
50;1;0;68
51;1;1;43
52;1;0;54
53;1;1;62
54;1;1;71
55;1;0;50
56;1;1;76
57;1;1;114
58;1;1;24
59;1;1;16
60;1;1;101
61;1;1;11
62;1;1;66
63;1;0;55
64;1;1;79
65;1;1;83
66;1;1;38
67;1;1;10
68;1;0;56
69;1;0;2
70;1;1;92
71;1;1;30
72;1;0;69
73;1;1;84
74;1;1;113
75;1;1;72
76;1;1;99
77;1;1;105
78;1;1;14
79;1;1;18
80;1;1;46
81;1;0;6
82;1;1;85
83;1;1;7
84;1;1;67
85;1;1;98
86;1;0;25
87;1;1;37
88;1;1;97
89;1;1;75
